categoria,vendedor_link,especificacoes,vendedor,fabricante,preco,modelo,local
Placas de vídeo/Edição,http://www.boadica.com.br/detalhevendedor.asp?codigo=323a9c2ecd31e4cddb2ede3e8ed42da6,"NVIDIA GeForce GTX 750 1GB GDDR5, Core Clock: 1033 MHz, Boost Clock: 1111 MHz, Memory Clock: 5000 MHz, Memory Interface: 128-bit, Bus: PCI-Express 3.0 x16 (Compatible with 1.1), CUDA Cores: 512, RAMDAC: 400MHz, Max Resolution: 2560 x 1600, Support 3x Display Monitors, Connectors: 2x DVI Dual Link, Mini HDMI
          ,
          ,
          ,

         ","T9 Soluções em Informática,
         (21) 3902-4909",Zotac,"
			R$ 500,00
         ","
         ZT-70701-10M,
          , 

         ,
,
         ,
         ","Niterói / RJ,Centro"
Placas de vídeo/Edição,http://www.boadica.com.br/detalhevendedor.asp?codigo=c7edc3e65eb8d63507fb56c8fe52064e,"NVIDIA GeForce GTX 750 Ti 2GB GDDR5, Core Clock: 1033MHz (Base) / 1111MHz (Boost), Memory Clock: 5400MHz, Memory Interface: 128-bit, Bus: PCI-Express 3.0 x16, CUDA Cores: 640, RAMDAC: 400 MHz, Max Resolução: ED 480p, HD 720p, HD 1080i, Full HD 1080p, Quad Full HD (4K), DirectX 11, OpenGL 4.4, Conectores: 2x DVI, Mini HDMI, VGA (adaptador).
          ,
          ,
          ,

         ","QueroPreço Tijuca,
         (21) 2568-3676",Zotac,"
			R$ 540,00
         ","
         ZT-70601-10M - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Tijuca"
Placas de vídeo/Edição,http://www.boadica.com.br/detalhevendedor.asp?codigo=cb4eefcf5f88cf3ac023912645185025,"NVIDIA GeForce GTX 750 Ti 2GB GDDR5, Core Clock: 1033MHz (Base) / 1111MHz (Boost), Memory Clock: 5400MHz, Memory Interface: 128-bit, Bus: PCI-Express 3.0 x16, CUDA Cores: 640, RAMDAC: 400 MHz, Max Resolução: ED 480p, HD 720p, HD 1080i, Full HD 1080p, Quad Full HD (4K), DirectX 11, OpenGL 4.4, Conectores: 2x DVI, Mini HDMI, VGA (adaptador).
          ,
          ,
          ,

         ","QueroPreço,
         (21)2217-4310 ",Zotac,"
			R$ 543,00
         ","
         ZT-70601-10M,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Placas de vídeo/Edição,http://www.boadica.com.br/detalhevendedor.asp?codigo=1d1a90aa27e839069cfe362dfa88c0eb,"NVIDIA GeForce GTX 750 Ti 2GB GDDR5, Core Clock: 1033MHz (Base) / 1111MHz (Boost), Memory Clock: 5400MHz, Memory Interface: 128-bit, Bus: PCI-Express 3.0 x16, CUDA Cores: 640, RAMDAC: 400 MHz, Max Resolução: ED 480p, HD 720p, HD 1080i, Full HD 1080p, Quad Full HD (4K), DirectX 11, OpenGL 4.4, Conectores: 2x DVI, Mini HDMI, VGA (adaptador).
          ,
          ,
          ,

         ","Quero Preço São Gonçalo,
         (21)3856-4642",Zotac,"
			R$ 543,00
         ","
         ZT-70601-10M - BOX,
          , 

         ,
,
         ,
         ","São Gonçalo / RJ,Centro"
Placas de vídeo/Edição,http://www.boadica.com.br/detalhevendedor.asp?codigo=c7edc3e65eb8d63507fb56c8fe52064e,"NVIDIA GeForce GTX 650 Ti 2GB GDDR5, Core Clock: 928 MHz, Memory Clock: 5400 MHz, Memory Interface: 128-bit, Bus: PCI-Express 3.0 x16, CUDA Cores: 768, RAMDAC: 400 MHz, Connectors: Dual Link DVI, VGA, HDMI.
          ,
          ,
          ,

         ","QueroPreço Tijuca,
         (21) 2568-3676",Zotac,"
			R$ 549,00
         ","
         ZT-61107-10M - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Tijuca"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=4caa4a8cfa489ae997a1267d37a79b8b,"Kit de memória Dual Channel CORSAIR Vengeance 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800)
          ,
          ,
          ,

         ","Gamemart Rio,
         (21) 2524-6672",Corsair,"
			R$ 339,90
         ","
         CMZ8GX3M2A1600C9B ,
         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=767eeb515cc80e0dfb33c329170a4ab0,"Kit de memória CORSAIR Vengeance 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800)
          ,
          ,
          ,

         ","Lacosta Informática,
         2220-6503",Corsair,"
			R$ 340,00
         ","
         CMZ8GX3M2A1600C9 - BOX,
         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=524e29c2d9bafe8c353b4a9a3a6d0daf,"Kit Dual Channel Corsair Vengeance 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory
          ,
          ,
          ,

         ","Portal 14,
         (21) 3553-3429",Corsair,"
			R$ 340,00
         ","
         CMZ8GX3M2A1600C9R - BOX,
         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=11c01d343d9b718217a08e3c22d0d9ad,"Kit de memória CORSAIR Vengeance 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800)
          ,
          ,
          ,

         ","Flying Computer,
         (21) 2431-2573",Corsair,"
			R$ 340,00
         ","
         CMZ8GX3M2A1600C9 - BOX,
         ,
,
         ,
         ","Rio de Janeiro / RJ,Barra da Tijuca"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=dcff3d00a93e7d7999bd10744e15a6c4,"Memória Corsair Vengeance de 8GB DDR3 1600MHZ 10-10-10-27 latency, 1.5V DDR3 desktop.
          ,
          ,
          ,

         ","RKJ Informática,
         (21) 2289-5392",Corsair,"
			R$ 360,00
         ","
         CMZ8GX3M1A1600C10B,
         ,
,
         ,
         ","Rio de Janeiro / RJ,Cachambi"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=767eeb515cc80e0dfb33c329170a4ab0,"Kit Dual Channel Corsair Vengeance 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 1866 (PC3 15000), Cas Latency: 9, Timing: 9-10-9-27
          ,
          ,
          ,

         ","Lacosta Informática,
         2220-6503",Corsair,"
			R$ 360,00
         ","
         CMZ8GX3M2A1866C9B - BOX,
         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=dcff3d00a93e7d7999bd10744e15a6c4,"Memória Corsair Vengeance 8GB 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800), Timing: 10-10-10-27, 1.5V
          ,
          ,
          ,

         ","RKJ Informática,
         (21) 2289-5392",Corsair,"
			R$ 360,00
         ","
         CMZ8GX3M1A1600C10 ,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Cachambi"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=524e29c2d9bafe8c353b4a9a3a6d0daf,"Kit Dual Channel Corsair Vengeance 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 1866 (PC3 15000), Cas Latency: 9, Timing: 9-10-9-27
          ,
          ,
          ,

         ","Portal 14,
         (21) 3553-3429",Corsair,"
			R$ 360,00
         ","
         CMZ8GX3M2A1866C9B - BOX,
         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=11c01d343d9b718217a08e3c22d0d9ad,"Vengeance Pro Series 8GB Kit (2x4GB) DDR3 1600MHz PC3-12800 240 Pin. Dual Channel, C9, Performance Profile XMP, 1.5v, Tested Latency 9-10-9-27, SPD Latency 9-9-9-24.
          ,
          ,
          ,

         ","Flying Computer,
         (21) 2431-2573",Corsair,"
			R$ 360,00
         ","
         CMY8GX3M2A1600C9A - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Barra da Tijuca"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=2d122dc24b800d0fe7f08285190666b7,"Memória Corsair Vengeance 8GB 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800), Timing: 10-10-10-27, 1.5V
          ,
          ,
          ,

         ","Salatiel Info,
         (21) 3652-5852",Corsair,"
			R$ 249,90
         ","
         CMZ8GX3M1A1600C10  - BOX,
          , 

         ,
,
         ,
         ","Duque de Caxias / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=f3f0285b943412738194d4e640a8a8a4,"Memória de 8GB DDR3 1333MHZ CL 9-9-9 1.5V, PC3-10666 240-pin DIMM
          ,
          ,
          ,

         ","Brasil Connect,
         (21) 2613-0015",Corsair,"
			R$ 267,00
         ","
         CMV8GX3M1A1333C9 - BOX,
          , 

         ,
,
         ,
         ","Niterói / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=4dadc27118bb5af12c534d98c6fafdc4,"Memória de 8GB DDR3 1333MHZ CL 9-9-9 1.5V, PC3-10666 240-pin DIMM
          ,
          ,
          ,

         ","Br Brasil,
         (21) 2717-2646",Corsair,"
			R$ 267,00
         ","
         CMV8GX3M1A1333C9 - BOX,
          , 

         ,
,
         ,
         ","Niterói / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=556a431151b11f1d5a7ed96fb7d0e5e0,"Memória de 8GB DDR3 1333MHZ CL 9-9-9 1.5V, PC3-10666 240-pin DIMM
          ,
          ,
          ,

         ","Only e One,
         (21)2215-2961",Corsair,"
			R$ 267,00
         ","
         CMV8GX3M1A1333C9 - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=613475209426bd9924e15b0fce8b17b3,"Memória de 8GB DDR3 1333MHZ CL 9-9-9 1.5V, PC3-10666 240-pin DIMM
          ,
          ,
          ,

         ","@N@ Informática,
         (21) 2568-6956",Corsair,"
			R$ 267,00
         ","
         CMV8GX3M1A1333C9 - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Tijuca"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=c08d10af8649c73420a11629bcab8934,"Memória de 8GB DDR3 1333MHZ CL 9-9-9 1.5V, PC3-10666 240-pin DIMM
          ,
          ,
          ,

         ","Sapeca Informática,
         (21) 2544-7360",Corsair,"
			R$ 267,00
         ","
         CMV8GX3M1A1333C9 - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=cd55987ffa34705832df5c09ecacd151,"Memória de 8GB DDR3 1333MHZ CL 9-9-9 1.5V, PC3-10666 240-pin DIMM
          ,
          ,
          ,

         ","Cyber Info,
         (21) 2618-0280",Corsair,"
			R$ 267,00
         ","
         CMV8GX3M1A1333C9 - BOX,
          , 

         ,
,
         ,
         ","Niterói / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=cc535eb07e4643e7f6b3f97cee3cbeec,"Memória de 8GB DDR3 1333MHZ CL 9-9-9 1.5V, PC3-10666 240-pin DIMM
          ,
          ,
          ,

         ","Gileade Informática,
         (21) 2544-7360",Corsair,"
			R$ 267,00
         ","
         CMV8GX3M1A1333C9 - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=90afc99f01b72f4f41db941f426d8efd,"Memória Corsair 8GB 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop
          ,
          ,
          ,

         ","Libre Tecnologia,
         (22) 2724-0127",Corsair,"
			R$ 272,90
         ","
         CMV8GX3M1A1600C11 - BOX,
         ,
,
         ,
         ","Campos dos Goytacazes / RJ,Centro"
Placas de vídeo/Edição,http://www.boadica.com.br/detalhevendedor.asp?codigo=8f0379589b782af811eec591d38b5e33,"NVIDIA GeForce GTX 650 1GB DDR5, Core Clock: 1202MHz, Memory Clock: 5000MHz effective, Memory Interface: 128-bit, Memory Bandwidth: 80.0 GB/s, Bus: PCI-Express 3.0 x16, RAMDAC: 400MHz, CUDA Cores: 384, Max Resolution: 2560 x 1600, Connectors: DVI-I, DVI-D, Mini HDMI
          ,
          ,
          ,

         ","Vegas,
         (21) 3549-0223",EVGA,"
			R$ 318,00
         ","
         01G-P4-2652-LR - BOX,
         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Placas de vídeo/Edição,http://www.boadica.com.br/detalhevendedor.asp?codigo=104507a7e9900eacc32a3d6dd5f7d02a,"NVIDIA GeForce GTX 650 1GB DDR5, Core Clock: 1202MHz, Memory Clock: 5000MHz effective, Memory Interface: 128-bit, Memory Bandwidth: 80.0 GB/s, Bus: PCI-Express 3.0 x16, RAMDAC: 400MHz, CUDA Cores: 384, Max Resolution: 2560 x 1600, Connectors: DVI-I, DVI-D, Mini HDMI
          ,
          ,
          ,

         ","FS Brothers Av Central,
         (21)2210-7449",EVGA,"
			R$ 319,00
         ","
         01G-P4-2652-KR - BOX,
         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Placas de vídeo/Edição,http://www.boadica.com.br/detalhevendedor.asp?codigo=cb4eefcf5f88cf3ac023912645185025,"NVIDIA GeForce GTX 650 1GB DDR5, Core Clock: 1202MHz, Memory Clock: 5000MHz effective, Memory Interface: 128-bit, Memory Bandwidth: 80.0 GB/s, Bus: PCI-Express 3.0 x16, RAMDAC: 400MHz, CUDA Cores: 384, Max Resolution: 2560 x 1600, Connectors: DVI-I, DVI-D, Mini HDMI
          ,
          ,
          ,

         ","QueroPreço,
         (21)2217-4310 ",EVGA,"
			R$ 319,00
         ","
         01G-P4-2652-KR,
         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Placas de vídeo/Edição,http://www.boadica.com.br/detalhevendedor.asp?codigo=b6c907ddb459271c556ff76218eb695a,"NVIDIA GeForce GTX 650 1GB DDR5, Core Clock: 1202MHz, Memory Clock: 5000MHz effective, Memory Interface: 128-bit, Memory Bandwidth: 80.0 GB/s, Bus: PCI-Express 3.0 x16, RAMDAC: 400MHz, CUDA Cores: 384, Max Resolution: 2560 x 1600, Connectors: DVI-I, DVI-D, Mini HDMI
          ,
          ,
          ,

         ","Gigateck,
         (21) 3527-4076",EVGA,"
			R$ 327,70
         ","
         01G-P4-2652-LR - BOX,
         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Placas de vídeo/Edição,http://www.boadica.com.br/detalhevendedor.asp?codigo=f8800541dfa02b45b5700d3139857fe5,"NVIDIA GeForce GTX 650 1GB DDR5, Core Clock: 1202MHz, Memory Clock: 5000MHz effective, Memory Interface: 128-bit, Memory Bandwidth: 80.0 GB/s, Bus: PCI-Express 3.0 x16, RAMDAC: 400MHz, CUDA Cores: 384, Max Resolution: 2560 x 1600, Connectors: DVI-I, DVI-D, Mini HDMI
          ,
          ,
          ,

         ","Vem Que Tem,
         (21) 3197-1675",EVGA,"
			R$ 327,80
         ","
         01G-P4-2652-LR - BOX,
         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Placas de vídeo/Edição,http://www.boadica.com.br/detalhevendedor.asp?codigo=a846da4621725f4496481382054f79d0,"NVIDIA GeForce GTX 650 1GB DDR5, Core Clock: 1202MHz, Memory Clock: 5000MHz effective, Memory Interface: 128-bit, Memory Bandwidth: 80.0 GB/s, Bus: PCI-Express 3.0 x16, RAMDAC: 400MHz, CUDA Cores: 384, Max Resolution: 2560 x 1600, Connectors: DVI-I, DVI-D, Mini HDMI
          ,
          ,
          ,

         ","Só Aqui Tem,
         (21) 2025-1640",EVGA,"
			R$ 327,80
         ","
         01G-P4-2652-KR - BOX,
         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Placas de vídeo/Edição,http://www.boadica.com.br/detalhevendedor.asp?codigo=104507a7e9900eacc32a3d6dd5f7d02a,"NVIDIA GeForce GTX 650 1GB DDR5, Core Clock: 1202MHz, Memory Clock: 5000MHz effective, Memory Interface: 128-bit, Memory Bandwidth: 80.0 GB/s, Bus: PCI-Express 3.0 x16, RAMDAC: 400MHz, CUDA Cores: 384, Max Resolution: 2560 x 1600, Connectors: DVI-I, DVI-D, Mini HDMI
          ,
          ,
          ,

         ","FS Brothers Av Central,
         (21)2210-7449",EVGA,"
			R$ 327,90
         ","
         01G-P4-2652-LR - BOX,
         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Placas de vídeo/Edição,http://www.boadica.com.br/detalhevendedor.asp?codigo=cb4eefcf5f88cf3ac023912645185025,"NVIDIA GeForce GTX 650 1GB DDR5, Core Clock: 1202MHz, Memory Clock: 5000MHz effective, Memory Interface: 128-bit, Memory Bandwidth: 80.0 GB/s, Bus: PCI-Express 3.0 x16, RAMDAC: 400MHz, CUDA Cores: 384, Max Resolution: 2560 x 1600, Connectors: DVI-I, DVI-D, Mini HDMI
          ,
          ,
          ,

         ","QueroPreço,
         (21)2217-4310 ",EVGA,"
			R$ 328,00
         ","
         01G-P4-2652-LR,
         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Processadores,http://www.boadica.com.br/detalhevendedor.asp?codigo=bc0820de2ff782a40aa17a4acdce4c17,"Processador Intel Core i7 4770 (Haswell) 3.4GHz (3.8GHz Turbo) LGA 1150 84W Quad-Core, 22 nm 
          ,
          ,
          ,

         ","CNTech,
         (21)2220-6688",Intel,"
			R$ 883,00
         ","
         Core i7-4770 - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Processadores,http://www.boadica.com.br/detalhevendedor.asp?codigo=58d784cf2e2e58b376ee505ee3a548f5,"Processador Intel Core i7 4770 (Haswell) 3.4GHz (3.8GHz Turbo) LGA 1150 84W Quad-Core, 22 nm 
          ,
          ,
          ,

         ","DeV Informática,
         (21) 2240-3855",Intel,"
			R$ 883,00
         ","
         Core i7-4770 - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Processadores,http://www.boadica.com.br/detalhevendedor.asp?codigo=b6c907ddb459271c556ff76218eb695a,"Processador Intel Core i7 4770 (Haswell) 3.4GHz (3.8GHz Turbo) LGA 1150 84W Quad-Core, 22 nm 
          ,
          ,
          ,

         ","Gigateck,
         (21) 3527-4076",Intel,"
			R$ 884,90
         ","
         Core i7-4770 - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Processadores,http://www.boadica.com.br/detalhevendedor.asp?codigo=104507a7e9900eacc32a3d6dd5f7d02a,"Processador Intel Core i7 4770 (Haswell) 3.4GHz (3.8GHz Turbo) LGA 1150 84W Quad-Core, 22 nm 
          ,
          ,
          ,

         ","FS Brothers Av Central,
         (21)2210-7449",Intel,"
			R$ 884,90
         ","
         Core i7-4770 - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Processadores,http://www.boadica.com.br/detalhevendedor.asp?codigo=cb4eefcf5f88cf3ac023912645185025,"Processador Intel Core i7 4770 (Haswell) 3.4GHz (3.8GHz Turbo) LGA 1150 84W Quad-Core, 22 nm 
          ,
          ,
          ,

         ","QueroPreço,
         (21)2217-4310 ",Intel,"
			R$ 885,00
         ","
         Core i7-4770 - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Processadores,http://www.boadica.com.br/detalhevendedor.asp?codigo=cd55987ffa34705832df5c09ecacd151,"Processador Intel Core i7 4770 (Haswell) 3.4GHz (3.8GHz Turbo) LGA 1150 84W Quad-Core, 22 nm 
          ,
          ,
          ,

         ","Cyber Info,
         (21) 2618-0280",Intel,"
			R$ 899,90
         ","
         Core i7-4770,
          , 

         ,
,
         ,
         ","Niterói / RJ,Centro"
Processadores,http://www.boadica.com.br/detalhevendedor.asp?codigo=4dadc27118bb5af12c534d98c6fafdc4,"Processador Intel Core i7 4770 (Haswell) 3.4GHz (3.8GHz Turbo) LGA 1150 84W Quad-Core, 22 nm 
          ,
          ,
          ,

         ","Br Brasil,
         (21) 2717-2646",Intel,"
			R$ 899,99
         ","
         Core i7-4770 - BOX,
          , 

         ,
,
         ,
         ","Niterói / RJ,Centro"
Processadores,http://www.boadica.com.br/detalhevendedor.asp?codigo=f3f0285b943412738194d4e640a8a8a4,"Processador Intel Core i7 4770 (Haswell) 3.4GHz (3.8GHz Turbo) LGA 1150 84W Quad-Core, 22 nm 
          ,
          ,
          ,

         ","Brasil Connect,
         (21) 2613-0015",Intel,"
			R$ 899,99
         ","
         Core i7-4770 - BOX,
          , 

         ,
,
         ,
         ","Niterói / RJ,Centro"
